Team,Player,Transaction,Date
 Detroit,Jared Goff (QB),Placed QB Jared Goff on IR/COVID-19 list.,12/20/2021
 Detroit,Matt Nelson (T),Placed T Matt Nelson on IR/COVID-19 list.,12/20/2021
 Detroit,Craig Reynolds (RB),Signed RB Craig Reynolds.,12/20/2021
 Detroit,Craig Reynolds (RB),Reverted RB Craig Reynolds to the practice squad.,12/20/2021
 Detroit,Dan Skipper (T),Reverted T Dan Skipper to the practice squad.,12/20/2021
 Detroit,Jamaal Williams (RB),Activated RB Jamaal Williams from the IR/COVID-19 list.,12/20/2021
 Detroit,Shane Zylstra (TE),Reverted TE Shane Zylstra to the practice squad.,12/20/2021
 Green Bay,Abdullah Anderson (DE),Reverted DE Abdullah Anderson to the practice squad.,12/20/2021
 Green Bay,Danny Etling (QB),Added QB Danny Etling to the practice squad.,12/20/2021
 Green Bay,Peter Kalambayi (LB),Added LB Peter Kalambayi to the practice squad.,12/20/2021
 Green Bay,Cole Van Lanen (T),Reverted G Cole Van Lanen to the practice squad.,12/20/2021
 Houston,Grayland Arnold (DB),Reverted DB Grayland Arnold to the practice squad.,12/20/2021
 Houston,Maliek Collins (DL),Placed DT Maliek Collins on IR/COVID-19 list.,12/20/2021
 Houston,T.J. Green (S),Reverted DB T.J. Green to the practice squad.,12/20/2021
 Houston,Jonathan Greenard (DL),Placed DE Jonathan Greenard on IR/COVID-19 list.,12/20/2021
 Houston,Jacob Martin (DL),Placed DE Jacob Martin on IR/COVID-19 list.,12/20/2021
 Houston,Paul Quessenberry (TE),Reverted TE Paul Quessenberry to the practice squad.,12/20/2021
 Houston,Derek Rivers (DL),Placed DE Derek Rivers on IR/COVID-19 list.,12/20/2021
 Houston,Chris Smith (LB),Reverted LB Chris Smith to the practice squad.,12/20/2021
 Houston,Jordan Steckler (OL),Reverted T Jordan Steckler to the practice squad.,12/20/2021
 Houston,Connor Strachan (LB),Reverted LB Connor Strachan to the practice squad.,12/20/2021
 Houston,Jordan Veasy (WR),Reverted WR Jordan Veasy to the practice squad.,12/20/2021
 Indianapolis,Chris Williams (DT),Reverted DT Chris Williams to the practice squad.,12/20/2021
 Jacksonville,Nathan Cottrell (RB),Reverted RB Nathan Cottrell to the practice squad.,12/20/2021
 Jacksonville,Danny Etling (QB),Added QB Danny Etling to the practice squad.,12/20/2021
 Kansas City,Harrison Butker (K),Placed K Harrison Butker on IR/COVID-19 list.,12/20/2021
 Kansas City,Jody Fortson (WR),Activated TE Jody Fortson from the IR/COVID-19 list.,12/20/2021
 Kansas City,Elliott Fry (K),Signed K Elliott Fry.,12/20/2021
 Kansas City,Travis Kelce (TE),Placed TE Travis Kelce on IR/COVID-19 list.,12/20/2021
 Kansas City,Charvarius Ward (CB),Placed DB Charvarius Ward on IR/COVID-19 list.,12/20/2021
 L.A. Chargers,Essang Bassey (DB),Acquired DB Essang Bassey off waivers from the Denver Broncos.,12/20/2021
 L.A. Chargers,Joey Bosa (DE),Placed DE Joey Bosa on IR/COVID-19 list.,12/20/2021
 L.A. Chargers,Tevaughn Campbell (CB),Placed DB Tevaughn Campbell on IR/COVID-19 list.,12/20/2021
 L.A. Chargers,Kemon Hall (DB),Placed DB Kemon Hall on IR/COVID-19 list.,12/20/2021
 L.A. Chargers,Corey Linsley (C),Placed C Corey Linsley on IR/COVID-19 list.,12/20/2021
 L.A. Chargers,Trey Marshall (S),Placed DB Trey Marshall on IR/COVID-19 list.,12/20/2021
 L.A. Chargers,Andre Roberts (WR),Placed WR Andre Roberts on IR/COVID-19 list.,12/20/2021
 L.A. Chargers,Chris Rumph II (LB),Placed LB Chris Rumph II on IR/COVID-19 list.,12/20/2021
 L.A. Chargers,Rashawn Slater (T),Activated T Rashawn Slater from the IR/COVID-19 list.,12/20/2021
 L.A. Rams,Delrick Abrams (DB),Added DB Delrick Abrams to the practice squad.,12/20/2021
 L.A. Rams,Landen Akers (WR),Activated WR Landen Akers from the practice squad.,12/20/2021
 L.A. Rams,Tremayne Anchrum Jr. (OL),Activated T Tremayne Anchrum Jr. from the IR/COVID-19 list.,12/20/2021
 L.A. Rams,Adrian Ealy (T),Added T Adrian Ealy to the practice squad.,12/20/2021
 L.A. Rams,Bobby Evans (OL),Activated T Bobby Evans from the IR/COVID-19 list.,12/20/2021
 L.A. Rams,Jake Funk (RB),Placed RB Jake Funk on IR/Designated for return list.,12/20/2021
 L.A. Rams,Drake Jackson (C),Added C Drake Jackson to the practice squad.,12/20/2021
 L.A. Rams,Kyle Markway (TE),Added TE Kyle Markway to the practice squad.,12/20/2021
 L.A. Rams,Kareem Orr (DB),Activated DB Kareem Orr from the practice squad.,12/20/2021
 L.A. Rams,Jalen Ramsey (CB),Activated DB Jalen Ramsey from the IR/COVID-19 list.,12/20/2021
 L.A. Rams,Troy Reeder (LB),Activated LB Troy Reeder from the IR/COVID-19 list.,12/20/2021
 L.A. Rams,Austin Reiter (C),Added C Austin Reiter to the practice squad.,12/20/2021
 L.A. Rams,Robert Rochell (DB),Activated DB Robert Rochell from the IR/COVID-19 list.,12/20/2021
 Las Vegas,Nick Bowers (TE),Activated TE Nick Bowers from the IR/Designated for return list.,12/20/2021
 Las Vegas,Lester Cotton Sr. (G),Activated G Lester Cotton Sr. from the practice squad.,12/20/2021
 Las Vegas,Nate Hobbs (CB),Placed DB Nate Hobbs on IR/COVID-19 list.,12/20/2021
 Las Vegas,Tyron Johnson (WR),Activated WR Tyron Johnson from the practice squad.,12/20/2021
 Las Vegas,Trayvon Mullen (CB),Placed DB Trayvon Mullen on IR.,12/20/2021
 Miami,Justin Coleman (CB),Placed DB Justin Coleman on IR/COVID-19 list.,12/20/2021
 Miami,Duke Johnson (RB),Signed RB Duke Johnson.,12/20/2021
 Miami,Duke Johnson (RB),Reverted RB Duke Johnson to the practice squad.,12/20/2021
 Miami,Tommylee Lewis (WR),Reverted WR Tommylee Lewis to the practice squad.,12/20/2021
 Miami,Phillip Lindsay (RB),Activated RB Phillip Lindsay from the IR/COVID-19 list.,12/20/2021
 Miami,Will Parks (DB),Waived DB Will Parks.,12/20/2021
 Miami,Sheldrick Redwine (DB),Signed DB Sheldrick Redwine.,12/20/2021
 Miami,Sheldrick Redwine (DB),Reverted DB Sheldrick Redwine to the practice squad.,12/20/2021
 Miami,Jaylen Waddle (WR),Activated WR Jaylen Waddle from the IR/COVID-19 list.,12/20/2021
 Minnesota,Bashaud Breeland (DB),Cut DB Bashaud Breeland.,12/20/2021
 Minnesota,Myles Dorn (DB),Activated DB Myles Dorn from the practice squad.,12/20/2021
 Minnesota,Myron Mitchell (WR),Activated WR Myron Mitchell from the practice squad.,12/20/2021
 Minnesota,Tye Smith (DB),Activated DB Tye Smith from the practice squad.,12/20/2021
 N.Y. Giants,Alex Bachman (WR),Reverted WR Alex Bachman to the practice squad.,12/20/2021
 N.Y. Giants,Pharoh Cooper (WR),Reverted WR Pharoh Cooper to the practice squad.,12/20/2021
 N.Y. Giants,Keion Crossen (DB),Placed DB Keion Crossen on IR/COVID-19 list.,12/20/2021
 N.Y. Giants,Daniel Jones (QB),Placed QB Daniel Jones on IR.,12/20/2021
 N.Y. Giants,David Moa (DT),Reverted DT David Moa to the practice squad.,12/20/2021
 N.Y. Giants,Sterling Shepard (WR),Placed WR Sterling Shepard on IR.,12/20/2021
 N.Y. Giants,Jaylon Smith (LB),Signed LB Jaylon Smith.,12/20/2021
 N.Y. Giants,Jaylon Smith (LB),Reverted LB Jaylon Smith to the practice squad.,12/20/2021
 N.Y. Giants,Jarren Williams (CB),Signed DB Jarren Williams.,12/20/2021
 N.Y. Giants,Quincy Wilson (DB),Cut DB Quincy Wilson.,12/20/2021
 N.Y. Jets,Ronald Blair III (DL),Reverted DE Ronald Blair III to the practice squad.,12/20/2021
 N.Y. Jets,Daniel Brown (TE),Reverted TE Daniel Brown to the practice squad.,12/20/2021
 N.Y. Jets,John Franklin-Myers (DL),Placed DE John Franklin-Myers on IR/COVID-19 list.,12/20/2021
 N.Y. Jets,Sharrod Neasman (S),Placed DB Sharrod Neasman on IR/COVID-19 list.,12/20/2021
 N.Y. Jets,Vyncint Smith (WR),Reverted WR Vyncint Smith to the practice squad.,12/20/2021
 N.Y. Jets,Isaiah Williams (G),Cut G Isaiah Williams.,12/20/2021
 New England,Kendrick Bourne (WR),Placed WR Kendrick Bourne on IR/COVID-19 list.,12/20/2021
 New England,Daniel Ekuale (DT),Reverted DT Daniel Ekuale to the practice squad.,12/20/2021
 New England,James Ferentz (OL),Reverted C James Ferentz to the practice squad.,12/20/2021
 New England,Harvey Langi (LB),Placed LB Harvey Langi on IR/COVID-19 list.,12/20/2021
 New England,Cameron McGrone (LB),Placed LB Cameron McGrone on IR/COVID-19 list.,12/20/2021
